"","SCode","total_35_64","geometry"
"9179","6108872",351,c(-117.185800000338, 33.1595699995744)
"9180","6108880",376,c(-117.039630000522, 34.0526899999013)
"9181","6108898",258,c(-118.57585999953, 35.133479999984)
"9182","6108906",35,c(-116.186889999586, 33.6881399995698)
"9183","6108914",422,c(-117.759820000276, 34.0468000001436)
"9184","6108922",422,c(-117.784870000067, 34.0357199999697)
"9185","6108930",549,c(-117.581629999705, 34.1371500001211)
"9186","6108948",494,c(-121.373789999845, 38.7065599996339)
"9187","6108955",28,c(-116.300714999472, 33.6800779999692)
"9188","6108963",421,c(-121.315680000539, 38.75730000033)
"9189","6108971",428,c(-121.883899999533, 37.6547099997736)
"9190","6108989",180,c(-121.795679999515, 37.9768399996351)
"9191","6108997",38,c(-121.428829999791, 37.7183000002848)
"9192","6109003",46,c(-121.44462999995, 37.7306300000298)
"9193","6109011",146,c(-117.320309999585, 33.8938799997519)
"9194","6109029",461,c(-121.206579999541, 38.7306500000959)
"9195","6109045",24,c(-116.298480000548, 33.742569999698)
"9196","6109052",12,c(-118.953220000142, 35.371619999797)
"9197","6109060",32,c(-119.013889999715, 35.3941500002545)
"9198","6109078",19,c(-118.916979999843, 35.404649999851)
"9199","6109086",388,c(-116.777649999748, 32.8187799995508)
"9200","6109094",521,c(-121.943859999618, 38.34309999959)
"9201","6109102",360,c(-117.715270000277, 33.8796100003602)
"9202","6109110",206,c(-117.224999999623, 33.9530500001661)
"9203","6109128",363,c(-121.995659999974, 38.2503099997066)
"9204","6109136",532,c(-122.081099999609, 38.2716100000925)
"9205","6109144",755,c(-122.745559999729, 38.4739400003987)
"9206","6109151",399,c(-120.673419999551, 35.6102800000262)
"9207","6109169",846,c(-122.680909999817, 38.3296099999723)
"9208","6109177",204,c(-121.663570000377, 36.6910100000535)
"9209","6109185",352,c(-117.581769999856, 34.073409999866)
"9210","6109193",16,c(-116.072880000377, 35.275500000105)
"9211","6109201",192,c(-117.277409999912, 33.1039699999279)
"9212","6109219",82,c(-117.29443999995, 34.4802700000305)
"9213","6109227",73,c(-117.316999999922, 34.544889999812)
"9214","6109235",104,c(-119.792370000234, 36.8404199996352)
"9215","6109243",106,c(-119.655579999849, 36.8129300002367)
"9216","6109268",316,c(-120.446939999821, 34.976699999594)
"9217","6109276",156,c(-118.194319999641, 34.6829599997012)
"9218","6109284",147,c(-121.106650000194, 37.7557400004094)
"9219","6109292",295,c(-118.174157000436, 33.7933710001343)
"9220","6109300",241,c(-117.142939999815, 32.9636199998975)
"9221","6109318",258,c(-117.095640000324, 32.953329999701)
"9222","6109326",294,c(-117.087280000003, 33.0044300001874)
"9223","6109334",161,c(-117.128860000034, 33.8292200003546)
"9224","6109342",252,c(-120.581480000383, 35.0759099996595)
"9225","6109359",174,c(-117.278280000112, 34.3825900004253)
"9226","6109375",435,c(-121.649530000388, 37.1354100001835)
"9227","6109383",179,c(-121.870840000368, 38.0041499996155)
"9228","6109409",167,c(-117.388750000101, 34.4787499999338)
"9229","6109417",352,c(-117.125720000443, 33.5464700003264)
"9230","6109425",105,c(-120.621510000146, 37.3800399996062)
"9231","6109433",190,c(-121.839659999932, 37.321280000422)
"9232","6109441",533,c(-121.084649999637, 38.7201499996889)
"9233","6109458",126,c(-120.858489999885, 37.3996800004414)
"9234","6109466",293,c(-121.617270000334, 36.7085699998507)
"9235","6109474",298,c(-117.634070000154, 33.6146199995565)
"9236","6109482",424,c(-121.282300000183, 38.7602099997007)
"9237","6109490",250,c(-116.941200000113, 33.7703600004076)
"9238","6109508",181,c(-117.166339999981, 33.9057199998899)
"9239","6109516",395,c(-121.358920000468, 38.4478100003334)
"9240","6109524",338,c(-117.216709999486, 33.3703299998329)
"9241","6109532",116,c(-121.247090000403, 37.8079600001376)
"9242","6109540",321,c(-117.586309999594, 33.6462700000121)
"9243","6109565",160,c(-117.218710000124, 33.8803900000348)
"9244","6109573",590,c(-117.667049999946, 34.1297400003536)
"9245","6109581",196,c(-117.137380000212, 33.7497899999912)
"9246","6109599",274,c(-117.120920000284, 32.9210800001874)
"9247","6109615",18,c(-116.041690000484, 34.2077699998049)
"9248","6109623",50,c(-116.43174000035, 34.266440000284)
"9249","6109649",129,c(-120.717890000207, 37.3927699999617)
"9250","6109664",135,c(-118.180469999617, 34.5933800003502)
"9251","6109672",578,c(-121.982670000243, 38.3827900003483)
"9252","6109680",630,c(-121.072969999966, 38.8742500003771)
"9253","6109698",1144,c(-120.680209999437, 38.6923499998458)
"9254","6109706",827,c(-122.649209999909, 38.9698599996445)
"9255","6109714",288,c(-117.275020000096, 34.1169800001207)
"9256","6109722",604,c(-121.79806000024, 39.7337500002896)
"9257","6109730",167,c(-121.730360000449, 37.9303600004067)
"9258","6109748",140,c(-120.663300000579, 40.4338400000907)
"9259","6109755",464,c(-121.12942999979, 38.6866300004187)
"9260","6109771",154,c(-117.04526999957, 32.6453500001399)
"9261","6109789",24,c(-116.31150000025, 33.7279399999595)
"9262","6109797",29,c(-116.249260000009, 33.7212099995607)
"9263","6109805",214,c(-117.001130000444, 33.7626300004305)
"9264","6109813",353,c(-117.749109999479, 34.005129999991)
"9265","6109821",408,c(-121.44140999969, 38.4705199995669)
"9266","6109839",193,c(-121.288880000427, 38.0364199998506)
"9267","6109847",360,c(-118.904830000405, 34.2651399996217)
"9268","6109862",494,c(-121.359219999431, 38.721719999872)
"9269","6109870",424,c(-121.264840000354, 38.8020900002952)
"9270","6109888",82,c(-120.138809999665, 36.0117399998834)
"9271","6109904",270,c(-117.877869999802, 33.7378000004353)
"9272","6109912",97,c(-119.718510000339, 36.8570900002686)
"9273","6109920",91,c(-119.760130000549, 36.8751400001756)
"9274","6109938",273,c(-117.424519999613, 33.7250000002829)
"9275","6109953",341,c(-116.816100000221, 32.8317099995579)
"9276","6109961",122,c(-119.742039999793, 36.718519999646)
"9277","6109979",181,c(-117.180800000499, 33.9009999997489)
"9278","6109987",26,c(-119.086419999916, 35.4001599997941)
"9279","6109995",232,c(-117.301760000357, 33.2189700003227)
"9280","6110001",16,c(-119.100619999895, 35.3308099998138)
"9281","6110019",409,c(-119.781169999586, 37.2084899997915)
"9282","6110027",206,c(-117.212399999551, 33.9487900000579)
"9283","6110035",619,c(-117.776050000166, 34.128929999772)
"9284","6110050",280,c(-117.589620000188, 34.0128900003391)
"9285","6110068",124,c(-121.003829999974, 37.6052900000398)
"9286","6110076",968,c(-119.64127999966, 37.3481199997603)
"9287","6110084",334,c(-117.099289999831, 33.4687299998272)
"9288","6110092",321,c(-116.921270000107, 32.851850000311)
"9289","6110118",368,c(-121.435640000432, 38.429810000021)
"9290","6110134",385,c(-122.208990000094, 38.1188900000531)
"9291","6110142",173,c(-117.291840000397, 34.0523600000297)
"9292","6110159",270,c(-121.761739999471, 37.3118399997508)
"9293","6110167",863,c(-120.92695000013, 38.7694300003638)
"9294","6110175",270,c(-117.886989999666, 33.7484800000026)
"9295","6110183",261,c(-117.871590000243, 33.7450999998706)
"9296","6110209",108,c(-120.364087000419, 36.1502820000435)
"9297","6110217",108,c(-120.365040964122, 36.1424279889058)
"9298","6110225",108,c(-120.364190000397, 36.1477400003437)
"9299","6110233",47,c(-119.647749999809, 36.3690300001862)
"9300","6110241",521,c(-121.944469999948, 38.3568699998893)
"9301","6110258",97,c(-119.719249999493, 36.8533600002837)
"9302","6110266",401,c(-118.286869999643, 34.0511100000646)
"9303","6110274",348,c(-118.188189999592, 33.981029999565)
"9304","6110282",417,c(-121.845540000326, 38.4483799996021)
"9305","6110290",65,c(-119.1488200005, 36.292969999922)
"9306","6110308",435,c(-120.478070000563, 39.8180599995913)
"9307","6110324",671,c(-122.644850000414, 38.2662500004308)
"9308","6110332",158,c(-121.728950000114, 37.7176900000544)
"9309","6110340",28,c(-119.365609999684, 35.593010000411)
"9310","6110357",376,c(-117.04427999956, 34.0528100004351)
"9311","6110365",209,c(-117.155119999618, 33.6823300002403)
"9312","6110373",46,c(-121.438900000377, 37.7082499998181)
"9313","6110381",354,c(-117.071479999677, 33.1389300003055)
"9314","6110399",218,c(-117.254580000081, 33.1852499998723)
"9315","6110407",232,c(-117.256870000194, 33.2461600004342)
"9316","6110415",270,c(-116.915800000539, 33.7537799998954)
"9317","6110431",16,c(-119.161150000315, 35.3494999996254)
"9318","6110449",598,c(-121.94365999955, 37.8072500004293)
"9319","6110456",530,c(-121.068660000324, 38.6750599999722)
"9320","6110464",8,c(-118.839729999984, 35.2029999999029)
"9321","6110480",843,c(-117.367030000084, 34.2052699998521)
"9322","6110498",1448,c(-120.72670000045, 38.9784200001165)
"9323","6110514",180,c(-121.776080000394, 37.9713599998847)
"9324","6110522",57,c(-117.287239999908, 34.5061099999446)
"9325","6110530",38,c(-121.419769999775, 37.7285100004432)
"9326","6110548",252,c(-117.48928999985, 34.0210699996437)
"9327","6110555",183,c(-121.304569999527, 37.9060900003824)
"9328","6110563",478,c(-118.652620000514, 34.1407099996525)
"9329","6110589",213,c(-117.531290000332, 33.9026900004389)
"9330","6110605",82,c(-117.251409999674, 34.4987300001734)
"9331","6110621",328,c(-120.848740000397, 35.3136300004288)
"9332","6110639",1435,c(-122.930680000153, 38.3894199995738)
"9333","6110647",424,c(-121.258080000526, 38.777800000123)
"9334","6110654",264,c(-121.295799999712, 38.2754599997259)
"9335","6110662",434,c(-121.46427999996, 38.5424599997047)
"9336","6110670",252,c(-117.486810000188, 34.0380899998797)
"9337","6110688",338,c(-117.432240000084, 34.1184499998948)
"9338","6110696",194,c(-117.228649999917, 32.9407899995902)
"9339","6110704",352,c(-117.569519999851, 34.1156699996383)
"9340","6110712",22,c(-117.652910000013, 35.6142500004281)
"9341","6110720",439,c(-116.810510000463, 33.0174800002558)
"9342","6110738",356,c(-119.201149999926, 34.2148799999419)
"9343","6110746",979,c(-121.199399999761, 39.2555500000847)
"9344","6110753",204,c(-121.646280000549, 36.7101100004271)
"9345","6110761",1247,c(-122.559219999668, 38.7952500003331)
"9346","6110779",414,c(-122.251379999599, 37.7441299999222)
"9347","6110787",279,c(-116.911770000135, 32.7394000000646)
"9348","6110803",177,c(-121.717399999472, 37.9826199996015)
"9349","6110811",187,c(-121.71889000027, 38.004409999995)
"9350","6110837",265,c(-118.211060000018, 34.6190400000471)
"9351","6110845",296,c(-117.67137999977, 33.6445199997738)
"9352","6110852",333,c(-117.615300000053, 33.6233599998625)
"9353","6110878",241,c(-117.141039999864, 32.9732800004379)
"9354","6110886",258,c(-117.071979999977, 32.9842099999118)
"9355","6110894",364,c(-121.778769999768, 38.5547300002147)
"9356","6110902",93,c(-119.363920000065, 36.3351099999706)
"9357","6110928",194,c(-117.295580000421, 33.9517700000615)
"9358","6110936",296,c(-117.632120000337, 33.6791999996095)
"9359","6110944",193,c(-121.305620000035, 38.0346299995514)
"9360","6110951",420,c(-118.402789999867, 34.2703199997688)
"9361","6110969",401,c(-118.272060000234, 34.054830000103)
"9362","6110977",348,c(-118.223829999593, 33.9676299997601)
"9363","6110985",404,c(-121.37985999956, 38.4627300000778)
"9364","6110993",956,c(-122.790890000359, 38.5414900000134)
"9365","6111009",130,c(-120.955030000225, 37.670029999576)
"9366","6111017",130,c(-120.947120000081, 37.6823199998299)
"9367","6111025",74,c(-116.48594000049, 33.9385000001053)
"9368","6111033",160,c(-117.21188000052, 33.8812199995996)
"9369","6111041",275,c(-116.97229000054, 32.8654299997399)
"9370","6111058",554,c(-120.684890000306, 35.515339999994)
"9371","6111066",958,c(-122.74225999946, 38.5008000002342)
"9372","6111074",2094,c(-123.975470000067, 39.9834000003167)
"9373","6111082",278,c(-117.288970000073, 33.6862000000691)
"9374","6111090",350,c(-117.256990000289, 33.6059400001041)
"9375","6111108",247,c(-117.419120000132, 34.0507900000081)
"9376","6111116",471,c(-121.870410000039, 39.7339399999301)
"9377","6111124",92,c(-119.59919000013, 36.5818899995529)
"9378","6111132",194,c(-117.229619999776, 34.0417900003427)
"9379","6111140",1692,c(-121.061150000297, 39.2150899996329)
"9380","6111157",9,c(-119.010960000058, 35.30377000036)
"9381","6111165",424,c(-122.159619999484, 38.085699999994)
"9382","6111173",362,c(-117.476879999975, 34.1146900000047)
"9383","6111181",194,c(-117.192120000516, 32.9970999997892)
"9384","6111207",226,c(-116.974590000019, 32.7308300003519)
"9385","6111215",288,c(-117.640170000195, 34.0241999996051)
"9386","6111231",144,c(-119.791910000077, 36.7560600002036)
"9387","6111249",122,c(-119.717180000244, 36.7141099999229)
"9388","6111256",144,c(-119.751009999799, 36.7525100002097)
"9389","6111264",19,c(-118.91259999948, 35.3830000002676)
"9390","6111272",42,c(-117.954699999653, 35.1099399999996)
"9391","6111280",176,c(-117.467569999946, 33.9943800003702)
"9392","6111306",241,c(-117.14670000029, 32.9618099996854)
"9393","6111314",241,c(-117.150819999876, 32.941420000068)
"9394","6111322",154,c(-117.016319999669, 32.6418600004107)
"9395","6111330",238,c(-122.052119999852, 37.5620800002411)
"9396","6111355",50,c(-119.23752000039, 35.7821900003297)
"9397","6111363",439,c(-121.249020000171, 38.6268499999654)
"9398","6111371",1209,c(-121.18138000004, 39.1952000000926)
"9399","6111389",381,c(-121.537029999448, 38.4822599998502)
"9400","6111397",289,c(-117.712660000116, 33.5804000003332)
"9401","6111405",481,c(-122.016540000138, 38.2820699996426)
"9402","6111421",792,c(-121.952879999933, 36.9929099999534)
"9403","6111447",169,c(-117.285269999816, 33.8438200002424)
"9404","6111462",174,c(-121.349189999718, 37.9770999999711)
"9405","6111470",1162,c(-122.344109999621, 40.6005600001975)
"9406","6111488",228,c(-117.108529999832, 33.8109699999835)
"9407","6111496",448,c(-118.782460000123, 34.1766099997669)
"9408","6111504",428,c(-121.92207999999, 37.9306499995718)
"9409","6111512",401,c(-118.3057399999, 34.0486100002192)
"9410","6111520",156,c(-118.240429999541, 34.682679999979)
"9411","6111538",176,c(-118.066409999558, 34.5435099999952)
"9412","6111546",135,c(-118.130579999464, 34.5735099998636)
"9413","6111561",321,c(-117.589679999831, 33.6440000001342)
"9414","6111587",25,c(-115.515089999804, 32.6824100003142)
"9415","6111603",685,c(-119.835140000051, 34.44994000011)
"9416","6111629",545,c(-122.331479999583, 40.3580100002687)
"9417","6111637",119,c(-121.234310000539, 36.330889999799)
"9418","6111645",119,c(-121.247440000535, 36.3134199997729)
"9419","6111652",521,c(-121.965549999936, 38.325409999828)
"9420","6111660",530,c(-122.212999999582, 37.77513000026)
"9421","6111678",1047,c(-122.48809000012, 38.3224399997057)
"9422","6111686",26,c(-119.119740000035, 35.4075399997457)
"9423","6111694",1073,c(-121.025769999656, 38.9904599997315)
"9424","6111702",461,c(-121.206509999738, 38.7319699998757)
"9425","6111710",442,c(-117.752670000303, 33.9962300004524)
"9426","6111728",454,c(-117.423149999498, 34.1657700002063)
"9427","6111736",324,c(-117.34788000014, 34.0844799997134)
"9428","6111744",454,c(-117.415940000253, 34.1624000002177)
"9429","6111751",246,c(-117.354119999914, 34.4332299998182)
"9430","6111769",354,c(-117.106679999838, 33.1378299997922)
"9431","6111777",232,c(-117.309670000115, 33.2151399998282)
"9432","6111785",517,c(-121.578230000032, 37.0113799996095)
"9433","6111793",298,c(-117.648990000386, 33.5805999997996)
"9434","6111801",284,c(-117.690890000023, 33.5273399999142)
"9435","6111819",318,c(-117.600849999651, 33.4405299997622)
"9436","6111827",248,c(-117.707309999757, 33.4953299995881)
"9437","6111835",284,c(-117.720699999504, 33.5549200001405)
"9438","6111843",177,c(-117.220880000283, 33.7910599999271)
"9439","6111850",351,c(-119.169270000125, 34.2102699996487)
"9440","6111868",793,c(-122.741860000538, 38.4192200001513)
"9441","6111876",265,c(-117.809310000115, 33.668729999852)
"9442","6111884",1284,c(-120.364839999914, 38.2035099999985)
"9443","6111892",134,c(-120.912970000174, 37.653809999991)
"9444","6111900",19,c(-118.881040000295, 35.3921199998127)
"9445","6111918",95,c(-117.41745000049, 34.5119000004438)
"9446","6111926",462,c(-118.48310999982, 34.4078200002305)
"9447","6111934",38,c(-119.793120000312, 36.3105500002794)
"9448","6111942",270,c(-121.759779999671, 37.2799200000394)
"9449","6111959",424,c(-121.296370000455, 38.7807699998018)
"9450","6111967",424,c(-121.302099999982, 38.7781199996578)
"9451","6111975",357,c(-121.259660000365, 38.8180799999187)
"9452","6111983",174,c(-121.342869999948, 38.0488999999191)
"9453","6111991",123,c(-120.434819999532, 37.2800900004492)
"9454","6112007",284,c(-116.936100000295, 33.7395799996879)
"9455","6112015",515,c(-122.234650000406, 37.9929900001322)
"9456","6112023",79,c(-119.893020000106, 36.8254900002904)
"9457","6112031",368,c(-121.415529999727, 38.4198700001414)
"9458","6112049",86,c(-119.342689999915, 36.3033300001134)
"9459","6112056",295,c(-118.174091017858, 33.7932580124617)
"9460","6112064",494,c(-121.334669999522, 38.6915100002439)
"9461","6112072",494,c(-121.340869999674, 38.7188799998798)
"9462","6112080",394,c(-116.875880000123, 33.9297400000749)
"9463","6112098",334,c(-117.077220000141, 33.4817499998116)
"9464","6112106",368,c(-121.411930000307, 38.4157599997391)
"9465","6112114",550,c(-117.550399999586, 34.1276099997768)
"9466","6112122",372,c(-117.551070000158, 34.1173799996135)
"9467","6112130",362,c(-117.494870000092, 34.1123999999983)
